30.8296 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1280, 1024]. Using actual size
158.8786 	Level RINSE 	25
160.8704 	DATA 	Keypress: o
160.8793 	Level jitter 	25
166.8640 	Level finished 	25
166.8656 	DATA 	Keypress: o
166.8668 	DATA 	Keypress: o
166.8680 	DATA 	Keypress: o
166.8839 	Level image=tasty.jpg 	25
167.8669 	DATA 	Keypress: o
167.8842 	Level injecting via pump at address 1 	25
173.8696 	DATA 	Keypress: o
173.8712 	DATA 	Keypress: o
173.8725 	DATA 	Keypress: o
173.8813 	Level WAIT 	25
174.8973 	Level RINSE 	25
176.8690 	DATA 	Keypress: o
176.8973 	Level jitter 	25
178.8640 	Level finished 	25
178.8655 	DATA 	Keypress: o
178.8967 	Level image=tasty.jpg 	25
179.8670 	DATA 	Keypress: o
179.8964 	Level injecting via pump at address 0 	25
185.8697 	DATA 	Keypress: o
185.8710 	DATA 	Keypress: o
185.8723 	DATA 	Keypress: o
185.8935 	Level WAIT 	25
186.8772 	Level RINSE 	25
188.8694 	DATA 	Keypress: o
188.8929 	Level jitter 	25
194.8640 	Level finished 	25
194.8657 	DATA 	Keypress: o
194.8674 	DATA 	Keypress: o
194.8686 	DATA 	Keypress: o
194.8911 	Level image=waterlogo.jpg 	25
195.8669 	DATA 	Keypress: o
195.8742 	Level injecting via pump at address 0 	25
201.8704 	DATA 	Keypress: o
201.8717 	DATA 	Keypress: o
201.8730 	DATA 	Keypress: o
201.8887 	Level WAIT 	25
202.8891 	Level RINSE 	25
204.8696 	DATA 	Keypress: o
204.8881 	Level jitter 	25
206.8640 	Level finished 	25
206.8656 	DATA 	Keypress: o
206.8867 	Level image=waterlogo.jpg 	25
207.8665 	DATA 	Keypress: o
207.8868 	Level injecting via pump at address 0 	25
213.8700 	DATA 	Keypress: o
213.8713 	DATA 	Keypress: o
213.8725 	DATA 	Keypress: o
213.8848 	Level WAIT 	25
214.8843 	Level RINSE 	25
216.8695 	DATA 	Keypress: o
216.8835 	Level jitter 	25
225.8640 	Level finished 	25
225.8655 	DATA 	Keypress: o
225.8668 	DATA 	Keypress: o
225.8680 	DATA 	Keypress: o
225.8691 	DATA 	Keypress: o
225.8700 	DATA 	Keypress: o
225.8976 	Level image=tasty.jpg 	25
226.8801 	Level injecting via pump at address 1 	25
232.8696 	DATA 	Keypress: o
232.8709 	DATA 	Keypress: o
232.8722 	DATA 	Keypress: o
232.8952 	Level WAIT 	25
233.8673 	DATA 	Keypress: o
233.8781 	Level RINSE 	25
235.8706 	DATA 	Keypress: o
235.8945 	Level jitter 	25
242.8640 	Level finished 	25
242.8661 	DATA 	Keypress: o
242.8675 	DATA 	Keypress: o
242.8687 	DATA 	Keypress: o
242.8915 	Level image=tasty.jpg 	25
243.8666 	DATA 	Keypress: o
243.8752 	Level injecting via pump at address 0 	25
249.8703 	DATA 	Keypress: o
249.8717 	DATA 	Keypress: o
249.8734 	DATA 	Keypress: o
249.8849 	Level WAIT 	25
250.8729 	Level RINSE 	25
252.8688 	DATA 	Keypress: o
252.8882 	Level jitter 	25
259.8640 	Level finished 	25
259.8656 	DATA 	Keypress: o
259.8669 	DATA 	Keypress: o
259.8681 	DATA 	Keypress: o
259.8691 	DATA 	Keypress: o
259.9035 	Level image=waterlogo.jpg 	25
260.8860 	Level injecting via pump at address 0 	25
266.8697 	DATA 	Keypress: o
266.8711 	DATA 	Keypress: o
266.8723 	DATA 	Keypress: o
266.9003 	Level WAIT 	25
267.8673 	DATA 	Keypress: o
267.8834 	Level RINSE 	25
269.8697 	DATA 	Keypress: o
269.8830 	Level jitter 	25
274.8640 	Level finished 	25
274.8654 	DATA 	Keypress: o
274.8666 	DATA 	Keypress: o
274.8818 	Level image=tasty.jpg 	25
275.8671 	DATA 	Keypress: o
275.8814 	Level injecting via pump at address 0 	25
281.8702 	DATA 	Keypress: o
281.8715 	DATA 	Keypress: o
281.8726 	DATA 	Keypress: o
281.8963 	Level WAIT 	25
282.8793 	Level RINSE 	25
284.8689 	DATA 	Keypress: o
284.8778 	Level jitter 	25
285.8640 	Level finished 	25
285.8654 	DATA 	Keypress: o
285.8780 	Level image=tasty.jpg 	25
286.8774 	Level injecting via pump at address 1 	25
292.8701 	DATA 	Keypress: o
292.8714 	DATA 	Keypress: o
292.8726 	DATA 	Keypress: o
292.8883 	Level WAIT 	25
293.8665 	DATA 	Keypress: o
293.8758 	Level RINSE 	25
295.8699 	DATA 	Keypress: o
295.8749 	Level jitter 	25
298.8640 	Level finished 	25
298.8654 	DATA 	Keypress: o
298.8883 	Level image=tasty.jpg 	25
299.8671 	DATA 	Keypress: o
299.8739 	Level injecting via pump at address 0 	25
305.8698 	DATA 	Keypress: o
305.8713 	DATA 	Keypress: o
305.8725 	DATA 	Keypress: o
305.9046 	Level WAIT 	25
306.8883 	Level RINSE 	25
308.8701 	DATA 	Keypress: o
308.8873 	Level jitter 	25
310.8640 	Level finished 	25
310.8654 	DATA 	Keypress: o
310.8859 	Level image=tasty.jpg 	25
311.8672 	DATA 	Keypress: o
311.8856 	Level injecting via pump at address 1 	25
317.8699 	DATA 	Keypress: o
317.8713 	DATA 	Keypress: o
317.8725 	DATA 	Keypress: o
317.8838 	Level WAIT 	25
318.8842 	Level RINSE 	25
320.8690 	DATA 	Keypress: o
320.8828 	Level jitter 	25
322.8640 	Level finished 	25
322.8654 	DATA 	Keypress: o
322.8831 	Level image=tasty.jpg 	25
323.8675 	DATA 	Keypress: o
323.8823 	Level injecting via pump at address 0 	25
329.8696 	DATA 	Keypress: o
329.8709 	DATA 	Keypress: o
329.8721 	DATA 	Keypress: o
329.8807 	Level WAIT 	25
330.8797 	Level RINSE 	25
332.8697 	DATA 	Keypress: o
332.8786 	Level jitter 	25
333.8640 	Level finished 	25
333.8657 	DATA 	Keypress: o
333.8790 	Level image=waterlogo.jpg 	25
334.8782 	Level injecting via pump at address 0 	25
340.8699 	DATA 	Keypress: o
340.8713 	DATA 	Keypress: o
340.8723 	DATA 	Keypress: o
340.8776 	Level WAIT 	25
341.8664 	DATA 	Keypress: o
341.8761 	Level RINSE 	25
343.8688 	DATA 	Keypress: o
343.8921 	Level jitter 	25
349.8640 	Level finished 	25
349.8655 	DATA 	Keypress: o
349.8669 	DATA 	Keypress: o
349.8681 	DATA 	Keypress: o
349.8904 	Level image=tasty.jpg 	25
350.8903 	Level injecting via pump at address 1 	25
356.8697 	DATA 	Keypress: o
356.8710 	DATA 	Keypress: o
356.8722 	DATA 	Keypress: o
356.8884 	Level WAIT 	25
357.8669 	DATA 	Keypress: o
357.8874 	Level RINSE 	25
359.8697 	DATA 	Keypress: o
359.8878 	Level jitter 	25
362.8640 	Level finished 	25
362.8654 	DATA 	Keypress: o
362.8861 	Level image=tasty.jpg 	25
363.8665 	DATA 	Keypress: o
363.8763 	Level injecting via pump at address 0 	25
369.8688 	DATA 	Keypress: o
369.8700 	DATA 	Keypress: o
369.8712 	DATA 	Keypress: o
369.8846 	Level WAIT 	25
370.8762 	Level RINSE 	25
372.8701 	DATA 	Keypress: o
372.8770 	Level jitter 	25
374.8640 	Level finished 	25
374.8654 	DATA 	Keypress: o
374.8815 	Level image=tasty.jpg 	25
375.8670 	DATA 	Keypress: o
375.8814 	Level injecting via pump at address 1 	25
381.8691 	DATA 	Keypress: o
381.8704 	DATA 	Keypress: o
381.8719 	DATA 	Keypress: o
381.8801 	Level WAIT 	25
382.8795 	Level RINSE 	25
384.8698 	DATA 	Keypress: o
384.8950 	Level jitter 	25
388.8640 	Level finished 	25
388.8656 	DATA 	Keypress: o
388.8676 	DATA 	Keypress: o
388.8945 	Level image=tasty.jpg 	25
389.8664 	DATA 	Keypress: o
389.8769 	Level injecting via pump at address 0 	25
395.8691 	DATA 	Keypress: o
395.8702 	DATA 	Keypress: o
395.8714 	DATA 	Keypress: o
395.8926 	Level WAIT 	25
396.8743 	Level RINSE 	25
398.8694 	DATA 	Keypress: o
398.8740 	Level jitter 	25
405.8640 	Level finished 	25
405.8657 	DATA 	Keypress: o
405.8670 	DATA 	Keypress: o
405.8682 	DATA 	Keypress: o
405.8696 	DATA 	Keypress: o
405.8885 	Level image=tasty.jpg 	25
406.8712 	Level injecting via pump at address 0 	25
412.8704 	DATA 	Keypress: o
412.8716 	DATA 	Keypress: o
412.8728 	DATA 	Keypress: o
412.8859 	Level WAIT 	25
413.8671 	DATA 	Keypress: o
413.8801 	Level RINSE 	25
415.8696 	DATA 	Keypress: o
415.8852 	Level jitter 	25
419.8640 	Level finished 	25
